FeatureName,DateCode,Value,Energy Type,Energy Consuming Sector
Renfrewshire,2020,1.776,Manufactured Fuels,Domestic
Renfrewshire,2005,0.01,Coal,Agriculture
Renfrewshire,2005,3.812,Bioenergy & Wastes,Domestic
Renfrewshire,2020,1085.068,Gas,Domestic
Renfrewshire,2020,237.193,Gas,Commercial
Renfrewshire,2020,290.083,Gas,Industrial
Renfrewshire,2007,167.198,Petroleum Products,Industrial
Renfrewshire,2007,1.11,Petroleum Products,Commercial
Renfrewshire,2008,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2007,363.238,Gas,Industrial
Renfrewshire,2007,0.0,Manufactured Fuels,Industrial
Renfrewshire,2008,309.51,Gas,Commercial
Renfrewshire,2008,0.0,Coal,Industrial
Renfrewshire,2008,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2008,0.051,Coal,Commercial
Renfrewshire,2006,166.836,Petroleum Products,Industrial
Renfrewshire,2006,1.181,Petroleum Products,Commercial
Renfrewshire,2007,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2006,380.275,Gas,Industrial
Renfrewshire,2006,0.0,Manufactured Fuels,Industrial
Renfrewshire,2007,0.0,Coal,Industrial
Renfrewshire,2007,342.726,Gas,Commercial
Renfrewshire,2007,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2007,0.029,Coal,Commercial
Renfrewshire,2006,1.88,Petroleum Products,Rail
Renfrewshire,2006,1202.112,Petroleum Products,Road Transport
Renfrewshire,2006,1.139,Petroleum Products,Public Sector
Renfrewshire,2007,0.004,Coal,Agriculture
Renfrewshire,2007,3.428,Bioenergy & Wastes,Domestic
Renfrewshire,2006,2.04,Manufactured Fuels,Domestic
Renfrewshire,2006,1261.634,Gas,Domestic
Renfrewshire,2006,14.44,Petroleum Products,Domestic
Renfrewshire,2006,17.627,Petroleum Products,Agriculture
Renfrewshire,2020,128.114,Petroleum Products,Industrial
Renfrewshire,2020,0.0,Petroleum Products,Public Sector
Renfrewshire,2020,11.925,Petroleum Products,Domestic
Renfrewshire,2020,937.811,Petroleum Products,Road Transport
Renfrewshire,2020,1.329,Petroleum Products,Rail
Renfrewshire,2007,0.194,Coal,Public Sector
Renfrewshire,2007,0.942,Coal,Domestic
Renfrewshire,2020,0.579,Petroleum Products,Commercial
Renfrewshire,2020,18.806,Petroleum Products,Agriculture
Renfrewshire,2015,494.022,Electricity,Industrial & Commercial
Renfrewshire,2015,1013.48,Gas,Domestic
Renfrewshire,2015,307.959,Electricity,Domestic
Renfrewshire,2015,18.162,Petroleum Products,Agriculture
Renfrewshire,2015,1.535,Manufactured Fuels,Domestic
Renfrewshire,2015,0.0,Coal,Agriculture
Renfrewshire,2015,0.811,Coal,Domestic
Renfrewshire,2015,4.911,Bioenergy & Wastes,Domestic
Renfrewshire,2015,0.0,Coal,Rail
Renfrewshire,2015,0.025,Coal,Public Sector
Renfrewshire,2016,0.0,Coal,Agriculture
Renfrewshire,2016,0.805,Coal,Domestic
Renfrewshire,2016,5.516,Bioenergy & Wastes,Domestic
Renfrewshire,2016,0.0,Coal,Rail
Renfrewshire,2016,0.024,Coal,Public Sector
Renfrewshire,2015,0.431,Petroleum Products,Public Sector
Renfrewshire,2015,11.893,Petroleum Products,Domestic
Renfrewshire,2015,1155.301,Petroleum Products,Road Transport
Renfrewshire,2015,1.586,Petroleum Products,Rail
Renfrewshire,2014,0.0,Coal,Agriculture
Renfrewshire,2014,0.806,Coal,Domestic
Renfrewshire,2014,4.061,Bioenergy & Wastes,Domestic
Renfrewshire,2014,0.0,Coal,Rail
Renfrewshire,2014,0.194,Coal,Public Sector
Renfrewshire,2013,0.111,Petroleum Products,Public Sector
Renfrewshire,2013,12.396,Petroleum Products,Domestic
Renfrewshire,2013,1113.698,Petroleum Products,Road Transport
Renfrewshire,2013,1.753,Petroleum Products,Rail
Renfrewshire,2014,11.782,Petroleum Products,Domestic
Renfrewshire,2014,0.176,Petroleum Products,Public Sector
Renfrewshire,2014,17.452,Petroleum Products,Agriculture
Renfrewshire,2014,1135.491,Petroleum Products,Road Transport
Renfrewshire,2014,1.771,Petroleum Products,Rail
Renfrewshire,2014,391.995,Electricity,Industrial & Commercial
Renfrewshire,2014,309.512,Electricity,Domestic
Renfrewshire,2014,1.433,Manufactured Fuels,Domestic
Renfrewshire,2014,1021.928,Gas,Domestic
Renfrewshire,2018,0.0,Coal,Agriculture
Renfrewshire,2018,0.769,Coal,Domestic
Renfrewshire,2018,6.469,Bioenergy & Wastes,Domestic
Renfrewshire,2018,0.0,Coal,Rail
Renfrewshire,2018,0.027,Coal,Public Sector
Renfrewshire,2017,11.539,Petroleum Products,Domestic
Renfrewshire,2017,0.789,Petroleum Products,Public Sector
Renfrewshire,2017,19.007,Petroleum Products,Agriculture
Renfrewshire,2017,1173.902,Petroleum Products,Road Transport
Renfrewshire,2017,1.442,Petroleum Products,Rail
Renfrewshire,2018,11.961,Petroleum Products,Domestic
Renfrewshire,2018,0.806,Petroleum Products,Public Sector
Renfrewshire,2018,18.94,Petroleum Products,Agriculture
Renfrewshire,2018,1175.664,Petroleum Products,Road Transport
Renfrewshire,2018,1.345,Petroleum Products,Rail
Renfrewshire,2018,476.101,Electricity,Industrial & Commercial
Renfrewshire,2018,278.396,Electricity,Domestic
Renfrewshire,2018,1.745,Manufactured Fuels,Domestic
Renfrewshire,2018,1051.434,Gas,Domestic
Renfrewshire,2016,11.929,Petroleum Products,Domestic
Renfrewshire,2016,0.423,Petroleum Products,Public Sector
Renfrewshire,2016,19.193,Petroleum Products,Agriculture
Renfrewshire,2016,1141.514,Petroleum Products,Road Transport
Renfrewshire,2016,1.474,Petroleum Products,Rail
Renfrewshire,2016,478.549,Electricity,Industrial & Commercial
Renfrewshire,2016,291.743,Electricity,Domestic
Renfrewshire,2016,1.491,Manufactured Fuels,Domestic
Renfrewshire,2016,1026.841,Gas,Domestic
Renfrewshire,2017,287.862,Electricity,Domestic
Renfrewshire,2017,484.335,Electricity,Industrial & Commercial
Renfrewshire,2017,0.0,Coal,Rail
Renfrewshire,2017,1.678,Manufactured Fuels,Domestic
Renfrewshire,2017,1054.195,Gas,Domestic
Renfrewshire,2017,0.0,Coal,Agriculture
Renfrewshire,2017,5.71,Bioenergy & Wastes,Domestic
Renfrewshire,2017,0.025,Coal,Public Sector
Renfrewshire,2017,0.786,Coal,Domestic
Renfrewshire,2010,1.042,Coal,Domestic
Renfrewshire,2010,0.187,Coal,Public Sector
Renfrewshire,2010,0.002,Coal,Agriculture
Renfrewshire,2010,332.718,Electricity,Domestic
Renfrewshire,2010,0.0,Coal,Rail
Renfrewshire,2009,0.389,Petroleum Products,Public Sector
Renfrewshire,2009,1.776,Petroleum Products,Rail
Renfrewshire,2009,13.293,Petroleum Products,Domestic
Renfrewshire,2010,3.424,Bioenergy & Wastes,Domestic
Renfrewshire,2009,1157.602,Petroleum Products,Road Transport
Renfrewshire,2010,0.251,Petroleum Products,Public Sector
Renfrewshire,2010,1.8,Petroleum Products,Rail
Renfrewshire,2010,14.322,Petroleum Products,Domestic
Renfrewshire,2011,3.035,Bioenergy & Wastes,Domestic
Renfrewshire,2010,1131.995,Petroleum Products,Road Transport
Renfrewshire,2010,1128.643,Gas,Domestic
Renfrewshire,2010,552.003,Electricity,Industrial & Commercial
Renfrewshire,2010,16.761,Petroleum Products,Agriculture
Renfrewshire,2010,1.203,Manufactured Fuels,Domestic
Renfrewshire,2008,0.786,Petroleum Products,Public Sector
Renfrewshire,2008,1.825,Petroleum Products,Rail
Renfrewshire,2008,13.447,Petroleum Products,Domestic
Renfrewshire,2009,2.522,Bioenergy & Wastes,Domestic
Renfrewshire,2008,1206.534,Petroleum Products,Road Transport
Renfrewshire,2008,1234.106,Gas,Domestic
Renfrewshire,2008,527.118,Electricity,Industrial & Commercial
Renfrewshire,2008,16.349,Petroleum Products,Agriculture
Renfrewshire,2008,2.121,Manufactured Fuels,Domestic
Renfrewshire,2009,533.564,Electricity,Industrial & Commercial
Renfrewshire,2009,1146.829,Gas,Domestic
Renfrewshire,2009,340.389,Electricity,Domestic
Renfrewshire,2009,16.628,Petroleum Products,Agriculture
Renfrewshire,2009,1.156,Manufactured Fuels,Domestic
Renfrewshire,2009,0.998,Coal,Domestic
Renfrewshire,2009,0.0,Coal,Agriculture
Renfrewshire,2009,0.0,Coal,Rail
Renfrewshire,2009,0.183,Coal,Public Sector
Renfrewshire,2012,0.266,Petroleum Products,Public Sector
Renfrewshire,2012,1.733,Petroleum Products,Rail
Renfrewshire,2012,12.101,Petroleum Products,Domestic
Renfrewshire,2013,4.335,Bioenergy & Wastes,Domestic
Renfrewshire,2012,1112.822,Petroleum Products,Road Transport
Renfrewshire,2012,518.542,Electricity,Industrial & Commercial
Renfrewshire,2012,1061.028,Gas,Domestic
Renfrewshire,2012,316.44,Electricity,Domestic
Renfrewshire,2012,17.506,Petroleum Products,Agriculture
Renfrewshire,2012,1.422,Manufactured Fuels,Domestic
Renfrewshire,2013,518.455,Electricity,Industrial & Commercial
Renfrewshire,2013,1043.249,Gas,Domestic
Renfrewshire,2013,310.758,Electricity,Domestic
Renfrewshire,2013,17.297,Petroleum Products,Agriculture
Renfrewshire,2013,1.329,Manufactured Fuels,Domestic
Renfrewshire,2013,0.943,Coal,Domestic
Renfrewshire,2013,0.0,Coal,Agriculture
Renfrewshire,2013,0.0,Coal,Rail
Renfrewshire,2013,0.185,Coal,Public Sector
Renfrewshire,2011,525.424,Electricity,Industrial & Commercial
Renfrewshire,2011,1082.607,Gas,Domestic
Renfrewshire,2011,326.567,Electricity,Domestic
Renfrewshire,2011,17.001,Petroleum Products,Agriculture
Renfrewshire,2011,1.206,Manufactured Fuels,Domestic
Renfrewshire,2011,1.029,Coal,Domestic
Renfrewshire,2011,0.002,Coal,Agriculture
Renfrewshire,2011,0.0,Coal,Rail
Renfrewshire,2011,0.19,Coal,Public Sector
Renfrewshire,2012,0.002,Coal,Agriculture
Renfrewshire,2012,0.983,Coal,Domestic
Renfrewshire,2012,3.707,Bioenergy & Wastes,Domestic
Renfrewshire,2012,0.0,Coal,Rail
Renfrewshire,2012,0.172,Coal,Public Sector
Renfrewshire,2011,0.664,Petroleum Products,Public Sector
Renfrewshire,2011,12.14,Petroleum Products,Domestic
Renfrewshire,2011,1129.157,Petroleum Products,Road Transport
Renfrewshire,2011,1.599,Petroleum Products,Rail
Renfrewshire,2017,375.249,Gas,Industrial
Renfrewshire,2017,172.93,Gas,Commercial
Renfrewshire,2017,0.0,Manufactured Fuels,Industrial
Renfrewshire,2017,0.013,Coal,Commercial
Renfrewshire,2017,0.0,Coal,Industrial
Renfrewshire,2018,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2018,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2017,1.38,Petroleum Products,Commercial
Renfrewshire,2017,146.383,Petroleum Products,Industrial
Renfrewshire,2016,372.174,Gas,Industrial
Renfrewshire,2016,171.513,Gas,Commercial
Renfrewshire,2016,0.0,Manufactured Fuels,Industrial
Renfrewshire,2016,0.04,Coal,Commercial
Renfrewshire,2016,0.0,Coal,Industrial
Renfrewshire,2017,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2017,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2016,1.24,Petroleum Products,Commercial
Renfrewshire,2016,136.274,Petroleum Products,Industrial
Renfrewshire,2018,151.575,Petroleum Products,Industrial
Renfrewshire,2019,11.596,Petroleum Products,Domestic
Renfrewshire,2018,1.407,Petroleum Products,Commercial
Renfrewshire,2019,0.64,Petroleum Products,Public Sector
Renfrewshire,2019,139.794,Petroleum Products,Industrial
Renfrewshire,2018,214.666,Gas,Commercial
Renfrewshire,2018,0.0,Coal,Industrial
Renfrewshire,2018,0.0,Manufactured Fuels,Industrial
Renfrewshire,2018,316.412,Gas,Industrial
Renfrewshire,2018,0.013,Coal,Commercial
Renfrewshire,2019,1175.808,Petroleum Products,Road Transport
Renfrewshire,2019,1.513,Petroleum Products,Rail
Renfrewshire,2013,0.0,Manufactured Fuels,Industrial
Renfrewshire,2013,299.988,Gas,Industrial
Renfrewshire,2013,0.737,Petroleum Products,Commercial
Renfrewshire,2013,297.13,Gas,Commercial
Renfrewshire,2014,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2014,0.04,Coal,Commercial
Renfrewshire,2013,116.63,Petroleum Products,Industrial
Renfrewshire,2014,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2015,288.919,Gas,Industrial
Renfrewshire,2015,247.477,Gas,Commercial
Renfrewshire,2015,0.0,Manufactured Fuels,Industrial
Renfrewshire,2015,0.043,Coal,Commercial
Renfrewshire,2015,0.0,Coal,Industrial
Renfrewshire,2016,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2016,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2015,1.531,Petroleum Products,Commercial
Renfrewshire,2015,135.882,Petroleum Products,Industrial
Renfrewshire,2014,282.591,Gas,Industrial
Renfrewshire,2014,0.0,Manufactured Fuels,Industrial
Renfrewshire,2014,0.0,Coal,Industrial
Renfrewshire,2014,245.278,Gas,Commercial
Renfrewshire,2015,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2015,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2014,0.844,Petroleum Products,Commercial
Renfrewshire,2014,124.16,Petroleum Products,Industrial
Renfrewshire,2009,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2009,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2009,0.138,Coal,Commercial
Renfrewshire,2008,1.042,Petroleum Products,Commercial
Renfrewshire,2008,163.754,Petroleum Products,Industrial
Renfrewshire,2009,312.526,Gas,Industrial
Renfrewshire,2009,0.0,Manufactured Fuels,Industrial
Renfrewshire,2009,0.0,Coal,Industrial
Renfrewshire,2009,294.877,Gas,Commercial
Renfrewshire,2006,351.896,Electricity,Industrial
Renfrewshire,2007,239.315,Electricity,Commercial
Renfrewshire,2006,237.687,Electricity,Commercial
Renfrewshire,2008,216.392,Electricity,Commercial
Renfrewshire,2007,347.523,Electricity,Industrial
Renfrewshire,2008,328.035,Gas,Industrial
Renfrewshire,2008,0.0,Manufactured Fuels,Industrial
Renfrewshire,2005,340.244,Electricity,Industrial
Renfrewshire,2005,231.231,Electricity,Commercial
Renfrewshire,2011,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2011,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2011,0.051,Coal,Commercial
Renfrewshire,2010,0.822,Petroleum Products,Commercial
Renfrewshire,2010,135.544,Petroleum Products,Industrial
Renfrewshire,2011,333.575,Gas,Industrial
Renfrewshire,2011,0.0,Manufactured Fuels,Industrial
Renfrewshire,2011,0.0,Coal,Industrial
Renfrewshire,2011,275.695,Gas,Commercial
Renfrewshire,2010,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2010,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2010,0.033,Coal,Commercial
Renfrewshire,2009,0.732,Petroleum Products,Commercial
Renfrewshire,2009,136.456,Petroleum Products,Industrial
Renfrewshire,2010,330.593,Gas,Industrial
Renfrewshire,2010,0.0,Manufactured Fuels,Industrial
Renfrewshire,2010,0.0,Coal,Industrial
Renfrewshire,2010,311.924,Gas,Commercial
Renfrewshire,2019,234.656,Electricity,Industrial
Renfrewshire,2019,232.907,Electricity,Commercial
Renfrewshire,2020,54.53,Bioenergy & Wastes,Road Transport
Renfrewshire,2020,7.063,Bioenergy & Wastes,Domestic
Renfrewshire,2017,306.96,Electricity,Industrial
Renfrewshire,2017,177.375,Electricity,Commercial
Renfrewshire,2018,271.465,Electricity,Industrial
Renfrewshire,2018,204.636,Electricity,Commercial
Renfrewshire,2020,0.687,Coal,Domestic
Renfrewshire,2020,0.0,Coal,Industrial
Renfrewshire,2020,0.013,Coal,Commercial
Renfrewshire,2020,0.0,Coal,Rail
Renfrewshire,2020,0.024,Coal,Public Sector
Renfrewshire,2020,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2020,0.0,Coal,Agriculture
Renfrewshire,2020,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2011,226.031,Electricity,Commercial
Renfrewshire,2011,299.392,Electricity,Industrial
Renfrewshire,2010,315.657,Electricity,Industrial
Renfrewshire,2012,289.492,Electricity,Industrial
Renfrewshire,2012,229.05,Electricity,Commercial
Renfrewshire,2009,231.049,Electricity,Commercial
Renfrewshire,2008,310.726,Electricity,Industrial
Renfrewshire,2010,236.346,Electricity,Commercial
Renfrewshire,2009,302.515,Electricity,Industrial
Renfrewshire,2015,273.766,Electricity,Industrial
Renfrewshire,2015,220.256,Electricity,Commercial
Renfrewshire,2016,303.293,Electricity,Industrial
Renfrewshire,2016,175.256,Electricity,Commercial
Renfrewshire,2013,285.959,Electricity,Industrial
Renfrewshire,2013,232.496,Electricity,Commercial
Renfrewshire,2014,217.19,Electricity,Industrial
Renfrewshire,2014,174.804,Electricity,Commercial
Renfrewshire,2006,5.587,Bioenergy & Wastes,Road Transport
Renfrewshire,2007,10.961,Bioenergy & Wastes,Road Transport
Renfrewshire,2005,2.11,Bioenergy & Wastes,Road Transport
Renfrewshire,2009,32.403,Bioenergy & Wastes,Road Transport
Renfrewshire,2008,26.715,Bioenergy & Wastes,Road Transport
Renfrewshire,2012,0.666,Petroleum Products,Commercial
Renfrewshire,2012,132.405,Petroleum Products,Industrial
Renfrewshire,2012,321.408,Gas,Industrial
Renfrewshire,2012,0.0,Manufactured Fuels,Industrial
Renfrewshire,2015,31.258,Bioenergy & Wastes,Road Transport
Renfrewshire,2016,30.914,Bioenergy & Wastes,Road Transport
Renfrewshire,2014,38.923,Bioenergy & Wastes,Road Transport
Renfrewshire,2018,43.44,Bioenergy & Wastes,Road Transport
Renfrewshire,2017,31.337,Bioenergy & Wastes,Road Transport
Renfrewshire,2011,34.849,Bioenergy & Wastes,Road Transport
Renfrewshire,2010,37.286,Bioenergy & Wastes,Road Transport
Renfrewshire,2013,34.466,Bioenergy & Wastes,Road Transport
Renfrewshire,2012,29.869,Bioenergy & Wastes,Road Transport
Renfrewshire,2013,0.045,Coal,Commercial
Renfrewshire,2013,0.0,Coal,Industrial
Renfrewshire,2013,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2013,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2011,0.809,Petroleum Products,Commercial
Renfrewshire,2019,284.946,Gas,Industrial
Renfrewshire,2012,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2011,123.117,Petroleum Products,Industrial
Renfrewshire,2019,467.563,Electricity,Industrial & Commercial
Renfrewshire,2019,1064.068,Gas,Domestic
Renfrewshire,2019,237.189,Gas,Commercial
Renfrewshire,2019,1.247,Petroleum Products,Commercial
Renfrewshire,2012,315.971,Gas,Commercial
Renfrewshire,2019,18.981,Petroleum Products,Agriculture
Renfrewshire,2012,0.04,Coal,Commercial
Renfrewshire,2012,0.0,Coal,Industrial
Renfrewshire,2019,1.857,Manufactured Fuels,Domestic
Renfrewshire,2012,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2019,0.0,Manufactured Fuels,Industrial
Renfrewshire,2019,0.0,Coal,Agriculture
Renfrewshire,2019,0.0,Bioenergy & Wastes,Industrial
Renfrewshire,2019,0.013,Coal,Commercial
Renfrewshire,2019,0.0,Bioenergy & Wastes,Commercial
Renfrewshire,2019,0.0,Coal,Rail
Renfrewshire,2019,0.023,Coal,Public Sector
Renfrewshire,2019,0.722,Coal,Domestic
Renfrewshire,2019,0.0,Coal,Industrial
Renfrewshire,2019,276.692,Electricity,Domestic
Renfrewshire,2019,6.961,Bioenergy & Wastes,Domestic
Renfrewshire,2019,57.103,Bioenergy & Wastes,Road Transport
Angus,2019,0.232,Coal,Public Sector
Angus,2019,0.02,Coal,Rail
Angus,2019,289.985,Electricity,Industrial & Commercial
Angus,2019,132.772,Gas,Commercial
Angus,2019,227.347,Electricity,Domestic
Angus,2019,98.47,Petroleum Products,Industrial
Angus,2019,0.14,Petroleum Products,Public Sector
Angus,2019,1.28,Petroleum Products,Commercial
Angus,2019,118.597,Petroleum Products,Domestic
Angus,2019,898.923,Petroleum Products,Road Transport
Angus,2019,36.847,Petroleum Products,Rail
Angus,2019,5.833,Manufactured Fuels,Domestic
Angus,2019,588.98,Gas,Domestic
Angus,2019,159.505,Gas,Industrial
Angus,2019,86.368,Petroleum Products,Agriculture
Angus,2019,0.0,Manufactured Fuels,Industrial
Angus,2012,22.63,Bioenergy & Wastes,Road Transport
Angus,2013,26.45,Bioenergy & Wastes,Road Transport
Angus,2011,26.854,Bioenergy & Wastes,Road Transport
Angus,2015,23.731,Bioenergy & Wastes,Road Transport
Angus,2016,24.034,Bioenergy & Wastes,Road Transport
Angus,2014,30.461,Bioenergy & Wastes,Road Transport
Angus,2006,4.345,Bioenergy & Wastes,Road Transport
Angus,2007,8.54,Bioenergy & Wastes,Road Transport
Angus,2005,1.425,Bioenergy & Wastes,Road Transport
Angus,2009,25.825,Bioenergy & Wastes,Road Transport
Angus,2010,29.554,Bioenergy & Wastes,Road Transport
Angus,2008,21.269,Bioenergy & Wastes,Road Transport
Angus,2019,10.795,Bioenergy & Wastes,Industrial
Angus,2019,0.0,Coal,Agriculture
Angus,2019,7.67,Bioenergy & Wastes,Commercial
Angus,2019,3.414,Coal,Domestic
Angus,2019,4.973,Coal,Industrial
Angus,2019,0.171,Coal,Commercial
Angus,2018,33.781,Bioenergy & Wastes,Road Transport
Angus,2017,24.426,Bioenergy & Wastes,Road Transport
Angus,2019,44.635,Bioenergy & Wastes,Road Transport
Angus,2019,19.714,Bioenergy & Wastes,Domestic
Angus,2009,1.098,Coal,Commercial
Angus,2009,7.759,Coal,Industrial
Angus,2009,0.686,Bioenergy & Wastes,Industrial
Angus,2009,175.187,Gas,Industrial
Angus,2009,165.294,Gas,Commercial
Angus,2008,2.608,Petroleum Products,Commercial
Angus,2008,0.0,Manufactured Fuels,Industrial
Angus,2009,0.172,Bioenergy & Wastes,Commercial
Angus,2008,126.375,Petroleum Products,Industrial
Angus,2010,0.148,Coal,Commercial
Angus,2010,11.4,Coal,Industrial
Angus,2010,0.138,Bioenergy & Wastes,Industrial
Angus,2010,178.648,Gas,Industrial
Angus,2010,168.56,Gas,Commercial
Angus,2009,1.806,Petroleum Products,Commercial
Angus,2009,0.036,Manufactured Fuels,Industrial
Angus,2010,0.035,Bioenergy & Wastes,Commercial
Angus,2009,119.393,Petroleum Products,Industrial
Angus,2007,4.005,Coal,Industrial
Angus,2007,163.142,Gas,Commercial
Angus,2007,0.13,Coal,Commercial
Angus,2007,0.0,Manufactured Fuels,Industrial
Angus,2007,172.907,Gas,Industrial
Angus,2006,143.071,Petroleum Products,Industrial
Angus,2006,2.971,Petroleum Products,Commercial
Angus,2007,0.757,Bioenergy & Wastes,Industrial
Angus,2007,0.19,Bioenergy & Wastes,Commercial
Angus,2008,5.531,Coal,Industrial
Angus,2008,0.23,Coal,Commercial
Angus,2008,173.254,Gas,Industrial
Angus,2008,163.47,Gas,Commercial
Angus,2007,142.51,Petroleum Products,Industrial
Angus,2007,2.791,Petroleum Products,Commercial
Angus,2008,1.411,Bioenergy & Wastes,Industrial
Angus,2008,0.355,Bioenergy & Wastes,Commercial
Angus,2013,1.309,Bioenergy & Wastes,Industrial
Angus,2013,0.202,Coal,Commercial
Angus,2013,0.404,Bioenergy & Wastes,Commercial
Angus,2013,186.826,Gas,Commercial
Angus,2013,16.056,Coal,Industrial
Angus,2012,0.0,Manufactured Fuels,Industrial
Angus,2012,198.543,Gas,Industrial
Angus,2012,101.84,Petroleum Products,Industrial
Angus,2012,1.647,Petroleum Products,Commercial
Angus,2014,4.187,Bioenergy & Wastes,Industrial
Angus,2014,0.184,Coal,Commercial
Angus,2014,1.168,Bioenergy & Wastes,Commercial
Angus,2014,169.081,Gas,Commercial
Angus,2014,14.816,Coal,Industrial
Angus,2013,0.629,Manufactured Fuels,Industrial
Angus,2013,188.624,Gas,Industrial
Angus,2013,88.876,Petroleum Products,Industrial
Angus,2013,1.819,Petroleum Products,Commercial
Angus,2011,0.234,Coal,Commercial
Angus,2011,11.031,Coal,Industrial
Angus,2011,1.999,Bioenergy & Wastes,Industrial
Angus,2011,195.385,Gas,Industrial
Angus,2011,161.483,Gas,Commercial
Angus,2010,1.987,Petroleum Products,Commercial
Angus,2010,0.009,Manufactured Fuels,Industrial
Angus,2011,0.424,Bioenergy & Wastes,Commercial
Angus,2010,119.811,Petroleum Products,Industrial
Angus,2012,0.185,Coal,Commercial
Angus,2012,1.544,Bioenergy & Wastes,Industrial
Angus,2012,195.185,Gas,Commercial
Angus,2012,12.195,Coal,Industrial
Angus,2011,1.969,Petroleum Products,Commercial
Angus,2011,0.01,Manufactured Fuels,Industrial
Angus,2012,0.374,Bioenergy & Wastes,Commercial
Angus,2011,104.537,Petroleum Products,Industrial
Angus,2019,145.535,Electricity,Industrial
Angus,2020,20.003,Bioenergy & Wastes,Domestic
Angus,2018,168.256,Electricity,Industrial
Angus,2019,144.45,Electricity,Commercial
Angus,2020,10.028,Bioenergy & Wastes,Commercial
Angus,2020,15.008,Bioenergy & Wastes,Industrial
Angus,2020,41.882,Bioenergy & Wastes,Road Transport
Angus,2015,157.704,Electricity,Industrial
Angus,2015,126.88,Electricity,Commercial
Angus,2016,97.579,Electricity,Commercial
Angus,2014,127.9,Electricity,Commercial
Angus,2014,158.913,Electricity,Industrial
Angus,2017,176.874,Electricity,Industrial
Angus,2018,126.835,Electricity,Commercial
Angus,2016,168.867,Electricity,Industrial
Angus,2017,102.206,Electricity,Commercial
Angus,2020,236.145,Electricity,Domestic
Angus,2020,119.152,Electricity,Commercial
Angus,2020,135.796,Electricity,Industrial
Angus,2020,164.099,Gas,Commercial
Angus,2020,598.162,Gas,Domestic
Angus,2020,254.948,Electricity,Industrial & Commercial
Angus,2020,3.249,Coal,Domestic
Angus,2020,4.996,Coal,Industrial
Angus,2020,0.0,Coal,Agriculture
Angus,2020,0.17,Coal,Commercial
Angus,2020,0.24,Coal,Public Sector
Angus,2020,0.018,Coal,Rail
Angus,2005,171.036,Gas,Commercial
Angus,2005,181.272,Gas,Industrial
Angus,2005,4.908,Coal,Industrial
Angus,2005,3.876,Petroleum Products,Commercial
Angus,2005,0.058,Manufactured Fuels,Industrial
Angus,2005,0.237,Bioenergy & Wastes,Commercial
Angus,2005,132.241,Electricity,Commercial
Angus,2005,0.127,Coal,Commercial
Angus,2005,0.943,Bioenergy & Wastes,Industrial
Angus,2006,153.826,Gas,Commercial
Angus,2006,5.699,Coal,Industrial
Angus,2006,0.005,Manufactured Fuels,Industrial
Angus,2006,163.033,Gas,Industrial
Angus,2006,0.516,Bioenergy & Wastes,Commercial
Angus,2005,154.155,Petroleum Products,Industrial
Angus,2006,0.178,Coal,Commercial
Angus,2006,2.053,Bioenergy & Wastes,Industrial
Angus,2011,121.811,Electricity,Commercial
Angus,2010,167.745,Electricity,Industrial
Angus,2011,161.346,Electricity,Industrial
Angus,2009,168.494,Electricity,Industrial
Angus,2010,125.597,Electricity,Commercial
Angus,2013,125.69,Electricity,Commercial
Angus,2013,154.592,Electricity,Industrial
Angus,2012,124.621,Electricity,Commercial
Angus,2012,157.507,Electricity,Industrial
Angus,2006,193.465,Electricity,Industrial
Angus,2007,133.547,Electricity,Commercial
Angus,2005,194.585,Electricity,Industrial
Angus,2006,130.675,Electricity,Commercial
Angus,2008,190.498,Electricity,Industrial
Angus,2009,128.689,Electricity,Commercial
Angus,2007,193.931,Electricity,Industrial
Angus,2008,132.665,Electricity,Commercial
Angus,2017,5.908,Bioenergy & Wastes,Commercial
Angus,2017,8.526,Bioenergy & Wastes,Industrial
Angus,2016,106.456,Petroleum Products,Industrial
